"team","No","Name","Games","Age.","Date.of.Birth.","Height","Weight","Origin","Position","age_start_season"
"ESSENDON BOMBERS",16,"Begley, Joshua
",16,"21yr 5mth",1998-07-03,"188cm","89kg","Eastern Ranges","
Forward
",21.7260273972603
"ESSENDON BOMBERS",2,"Bellchambers, Tom
",129,"30yr 4mth",1989-07-09,"201cm","108kg","Tassie Mariners","
Ruck
",30.7150684931507
"ESSENDON BOMBERS",0,"Bryan, Nick
",0,"18yr 1mth",2001-10-22,"202cm","87kg","Oakleigh Chargers","
Ruck
",18.4191780821918
"ESSENDON BOMBERS",0,"Cahill, Ned
",0,"18yr 10mth",2001-01-11,"178cm","77kg","Dandenong Stingrays","
Forward
",19.1972602739726
"ESSENDON BOMBERS",37,"Clarke, Dylan
",12,"21yr 2mth",1998-09-06,"186cm","85kg","Eastern Ranges","
Midfield
",21.5479452054795
"ESSENDON BOMBERS",26,"Cutler, Tom
",66,"24yr 9mth",1995-02-20,"191cm","91kg","Oakleigh Chargers","
Midfield
",25.0931506849315
"ESSENDON BOMBERS",6,"Daniher, Joe
",104,"25yr 8mth",1994-03-04,"200cm","95kg","Calder Cannons","
Forward
",26.0602739726027
"ESSENDON BOMBERS",38,"Draper, Sam
R
",0,"21yr 2mth",1998-09-28,"203cm","105kg","South Adelaide","
Ruck
",21.4876712328767
"ESSENDON BOMBERS",13,"Fantasia, Orazio
",75,"24yr 2mth",1995-09-14,"177cm","79kg","Norwood","
Forward
",24.5287671232877
"ESSENDON BOMBERS",10,"Francis, Aaron
",27,"22yr 3mth",1997-08-10,"193cm","92kg","West Adelaide","
Defender
Forward
",22.6219178082192
"ESSENDON BOMBERS",8,"Gleeson, Martin
",78,"25yr 3mth",1994-08-25,"191cm","86kg","North Ballarat Rebels","
Defender
",25.5835616438356
"ESSENDON BOMBERS",32,"Gown, Noah
",0,"19yr 10mth",2000-02-01,"194cm","92kg","Gippsland Power","
Forward
",20.1424657534247
"ESSENDON BOMBERS",35,"Guelfi, Matt
",32,"22yr 3mth",1997-08-14,"183cm","79kg","Claremont","
Defender
Midfield
",22.6109589041096
"ESSENDON BOMBERS",33,"Ham, Brayden
",5,"20yr 7mth",1999-04-25,"181cm","70kg","Geelong Falcons","
Forward
",20.9150684931507
"ESSENDON BOMBERS",21,"Heppell, Dyson
",169,"27yr 6mth",1992-05-14,"189cm","82kg","Gippsland Power","
Midfield
",27.8657534246575
"ESSENDON BOMBERS",17,"Hibberd, Mitchell
R
",4,"23yr 2mth",1996-09-23,"192cm","87kg","Clarence","
Defender
",23.5013698630137
"ESSENDON BOMBERS",26,"Hooker, Cale
",193,"31yr 1mth",1988-10-13,"197cm","101kg","East Fremantle","
Defender
",31.4520547945205
"ESSENDON BOMBERS",18,"Hurley, Michael
",179,"29yr 6mth",1990-06-01,"193cm","92kg","Northern Knights","
Defender
",29.8191780821918
"ESSENDON BOMBERS",0,"Johnson, Lachlan
",NA," ",NA," "," "," "," ",NA
"ESSENDON BOMBERS",40,"Jones, Harrison
",0,"18yr 9mth",2001-02-25,"194cm","75kg","Calder Cannons","
Defender
",19.0739726027397
"ESSENDON BOMBERS",4,"Langford, Kyle
",65,"23yr ",1996-12-01,"191cm","90kg","Northern Knights","
Midfield
Forward
",23.3123287671233
"ESSENDON BOMBERS",15,"Laverde, Jayden
",40,"23yr 7mth",1996-04-12,"191cm","90kg","Western Jets","
Forward
",23.9506849315068
"ESSENDON BOMBERS",0,"McBride, Cian
",0,"22yr 11mth",1997-01-01,"197cm","90kg","Ireland"," ",23.227397260274
"ESSENDON BOMBERS",43,"McDonald-Tipungwuti, Anthony
",89,"26yr 7mth",1993-04-22,"171cm","79kg","Gippsland Power","
Forward
",26.9260273972603
"ESSENDON BOMBERS",1,"McGrath, Andrew
",64,"21yr 6mth",1998-06-02,"178cm","80kg","Sandringham Dragons","
Defender
Midfield
",21.8109589041096
"ESSENDON BOMBERS",45,"McKenna, Conor
",73,"23yr 8mth",1996-03-28,"184cm","84kg","Eglish, Tyrone ","
Defender
",23.9917808219178
"ESSENDON BOMBERS",44,"McKernan, Shaun
",78,"29yr 3mth",1990-09-01,"196cm","100kg","Calder Cannons","
Forward
",29.5671232876712
"ESSENDON BOMBERS",0,"McQuillan, Ross
R
",NA," ",NA," "," "," "," ",NA
"ESSENDON BOMBERS",7,"Merrett, Zachary
",126,"24yr 2mth",1995-10-03,"180cm","80kg","Sandringham Dragons","
Midfield
",24.4767123287671
"ESSENDON BOMBERS",22,"Mosquito, Irving
",0,"19yr 3mth",2000-08-24,"176cm","63kg","Gippsland Power","
Midfield
Forward
",19.5808219178082
"ESSENDON BOMBERS",19,"Mutch, Kobe
",4,"21yr 8mth",1998-03-18,"187cm","83kg","Bendigo Pioneers","
Midfield
",22.0191780821918
"ESSENDON BOMBERS",3,"Parish, Darcy
",76,"22yr 4mth",1997-07-25,"180cm","80kg","Geelong Falcons","
Midfield
Forward
",22.6657534246575
"ESSENDON BOMBERS",34,"Phillips, Andrew
",41,"28yr 5mth",1991-07-03,"203cm","99kg","Lauderdale","
Ruck
",28.7315068493151
"ESSENDON BOMBERS",27,"Redman, Mason
",25,"22yr 3mth",1997-08-26,"187cm","87kg","Glenelg","
Defender
",22.5780821917808
"ESSENDON BOMBERS",14,"Ridley, Jordan
",9,"21yr 1mth",1998-10-20,"192cm","84kg","Oakleigh Chargers","
Defender
",21.427397260274
"ESSENDON BOMBERS",42,"Saad, Adam
",92,"25yr 4mth",1994-07-23,"178cm","75kg","Coburg","
Defender
",25.6739726027397
"ESSENDON BOMBERS",9,"Shiel, Dylan
",157,"26yr 8mth",1993-03-09,"182cm","82kg","Aspendale","
Midfield
",27.0465753424658
"ESSENDON BOMBERS",5,"Smith, Devon
",138,"26yr 6mth",1993-05-20,"176cm","77kg","Geelong Falcons","
Midfield
Forward
",26.8493150684932
"ESSENDON BOMBERS",40,"Snelling, Will
",5,"22yr 3mth",1997-08-06,"174cm","89kg","West Adelaide","
Midfield
",22.6328767123288
"ESSENDON BOMBERS",17,"Stewart, James
",45,"25yr 8mth",1994-03-04,"198cm","94kg","Sandringham Dragons","
Forward
",26.0602739726027
"ESSENDON BOMBERS",25,"Stringer, Jake
",128,"25yr 7mth",1994-04-25,"192cm","92kg","Bendigo Pioneers","
Forward
",25.9178082191781
"ESSENDON BOMBERS",11,"Zaharakis, David
",207,"29yr 9mth",1990-02-21,"180cm","79kg","Northern Knights","
Midfield
",30.0931506849315
"ESSENDON BOMBERS",30,"Zerk-Thatcher, Brandon
",1,"21yr 3mth",1998-08-25,"195cm","78kg","Sturt","
Defender
",21.5808219178082
"FREMANTLE DOCKERS",8,"Acres, Blake
",75,"24yr 1mth",1995-10-07,"190cm","92kg","West Perth","
Midfield
Forward
",24.4657534246575
"FREMANTLE DOCKERS",14,"Aish, James
",82,"24yr ",1995-11-08,"183cm","80kg","Norwood","
Defender
Midfield
",24.3780821917808
"FREMANTLE DOCKERS",41,"Banfield, Bailey
",27,"21yr 9mth",1998-02-26,"188cm","88kg","Claremont","
Midfield
Forward
",22.0739726027397
"FREMANTLE DOCKERS",34,"Bewley, Brett
",7,"24yr 7mth",1995-04-14,"186cm","86kg","Williamstown","
Midfield
Forward
",24.9479452054795
"FREMANTLE DOCKERS",19,"Blakely, Connor
",60,"23yr 9mth",1996-03-02,"188cm","90kg","Swan Districts","
Defender
",24.0630136986301
"FREMANTLE DOCKERS",8,"Brayshaw, Andrew
",39,"20yr ",1999-11-08,"184cm","84kg","Sandringham Dragons","
Midfield
Forward
",20.3753424657534
"FREMANTLE DOCKERS",35,"Carter, Jason
R
",2,"19yr 10mth",2000-01-11,"182cm","75kg","Port Wyndham","
Defender
Midfield
",20.2
"FREMANTLE DOCKERS",5,"Cerra, Adam
",41,"20yr 1mth",1999-10-07,"186cm","81kg","Eastern Ranges","
Defender
Forward
",20.4630136986301
"FREMANTLE DOCKERS",33,"Colyer, Travis
",97,"28yr 3mth",1991-08-24,"175cm","79kg","Claremont","
Midfield
Forward
",28.5890410958904
"FREMANTLE DOCKERS",6,"Conca, Reece
",126,"27yr 3mth",1992-08-12,"181cm","83kg","Perth","
Midfield
",27.6191780821918
"FREMANTLE DOCKERS",36,"Cox, Brennan
",34,"21yr 3mth",1998-08-13,"193cm","96kg","Wwt","
Forward
",21.613698630137
"FREMANTLE DOCKERS",12,"Crowden, Mitchell
",14,"20yr 7mth",1999-04-28,"174cm","84kg","Sturt","
Forward
",20.9068493150685
"FREMANTLE DOCKERS",4,"Darcy, Sean
",26,"21yr 5mth",1998-06-12,"201cm","111kg","Geelong Falcons","
Ruck
",21.7835616438356
"FREMANTLE DOCKERS",17,"Dixon, Hugh
R
",1,"20yr 9mth",1999-02-26,"194cm","95kg","Tigers Football Club","
Forward
",21.0739726027397
"FREMANTLE DOCKERS",44,"Duman, Taylin
",24,"21yr 7mth",1998-04-18,"192cm","79kg","Oakleigh Chargers","
Defender
",21.9342465753425
"FREMANTLE DOCKERS",0,"Frederick, Minairo
",NA," ",NA," "," "," "," ",NA
"FREMANTLE DOCKERS",7,"Fyfe, Nathan
",173,"28yr 2mth",1991-09-18,"190cm","92kg","Claremont","
Midfield
",28.5205479452055
"FREMANTLE DOCKERS",42,"Giro, Stefan
R
",10,"20yr 8mth",1999-03-10,"175cm","71kg","Norwood","
Forward
",21.041095890411
"FREMANTLE DOCKERS",21,"Hamling, Joel
",85,"26yr 7mth",1993-04-09,"194cm","90kg","Claremont","
Defender
",26.9616438356164
"FREMANTLE DOCKERS",0,"Henry, Liam
",0,"18yr 3mth",2001-08-28,"179cm","67kg","Claremont","
Midfield
Forward
",18.5698630136986
"FREMANTLE DOCKERS",32,"Hill, Stephen
",206,"29yr 7mth",1990-05-01,"183cm","81kg","West Perth","
Defender
",29.9041095890411
"FREMANTLE DOCKERS",11,"Hogan, Jesse
",83,"24yr 9mth",1995-02-12,"195cm","100kg","Claremont","
Forward
",25.1150684931507
"FREMANTLE DOCKERS",15,"Hughes, Ethan
",50,"24yr 11mth",1994-12-07,"187cm","88kg","Swan Districts","
Defender
",25.2986301369863
"FREMANTLE DOCKERS",37,"Lobb, Rory
",89,"26yr 9mth",1993-02-09,"207cm","106kg","Swan Districts","
Forward
Ruck
",27.1232876712329
"FREMANTLE DOCKERS",2,"Logue, Griffin
",23,"21yr 7mth",1998-04-13,"193cm","95kg","Swan Districts","
Defender
",21.9479452054795
"FREMANTLE DOCKERS",3,"Matera, Brandon
",139,"27yr 8mth",1992-03-11,"173cm","74kg","South Fremantle","
Forward
",28.041095890411
"FREMANTLE DOCKERS",23,"McCarthy, Cameron
",69,"24yr 8mth",1995-04-01,"192cm","92kg","South Fremantle","
Forward
",24.9835616438356
"FREMANTLE DOCKERS",30,"Meek, Lloyd
",0,"21yr 7mth",1998-04-22,"203cm","105kg","Gwv Rebels","
Ruck
",21.9232876712329
"FREMANTLE DOCKERS",16,"Mundy, David
",316,"34yr 4mth",1985-07-20,"192cm","91kg","Murray Bushrangers","
Midfield
Forward
",34.6876712328767
"FREMANTLE DOCKERS",0,"North, Thomas
R
",NA," ",NA," "," "," "," ",NA
"FREMANTLE DOCKERS",46,"O'Reilly, Dillon
R
",0,"19yr 6mth",2000-06-02,"193cm","79kg","East Fremantle","
Defender
Forward
",19.8082191780822
"FREMANTLE DOCKERS",25,"Pearce, Alex
",53,"24yr 5mth",1995-06-09,"200cm","98kg","Devonport","
Defender
",24.7945205479452
"FREMANTLE DOCKERS",0,"Pina, Jarvis
R
",0,"19yr 1mth",2000-10-30,"176cm","71kg","Peel Thunder","
Defender
",19.3972602739726
"FREMANTLE DOCKERS",38,"Ryan, Luke
",49,"23yr 9mth",1996-02-06,"186cm","88kg","Coburg","
Defender
",24.1315068493151
"FREMANTLE DOCKERS",28,"Schultz, Lachlan
",7,"22yr ",1997-11-30,"178cm","79kg","Williamstown","
Forward
",22.3150684931507
"FREMANTLE DOCKERS",0,"Serong, Caleb
",0,"18yr 9mth",2001-02-09,"178cm","83kg","Gippsland Power","
Midfield
Forward
",19.1178082191781
"FREMANTLE DOCKERS",27,"Sturt, Sam
",0,"19yr 6mth",2000-05-12,"189cm","75kg","Dandenong Stingrays","
Forward
",19.8657534246575
"FREMANTLE DOCKERS",39,"Switkowski, Sam
",20,"23yr ",1996-11-20,"178cm","70kg","Box Hill Hawks","
Forward
",23.3424657534247
"FREMANTLE DOCKERS",20,"Taberner, Matthew
",71,"26yr 5mth",1993-06-17,"199cm","97kg","Murray Bushrangers","
Forward
",26.772602739726
"FREMANTLE DOCKERS",18,"Tucker, Darcy
",70,"22yr 10mth",1997-01-23,"183cm","83kg","North Ballarat Rebels","
Midfield
Forward
",23.1671232876712
"FREMANTLE DOCKERS",29,"Valente, Luke
",0,"19yr 6mth",2000-05-08,"186cm","82kg","Norwood","
Midfield
",19.8767123287671
"FREMANTLE DOCKERS",10,"Walters, Michael
",151,"28yr 10mth",1991-01-07,"177cm","75kg","Swan Districts","
Midfield
Forward
",29.2164383561644
"FREMANTLE DOCKERS",45,"Watson, Tobe
R
",0,"22yr ",1997-12-03,"190cm","84kg","Swan Districts","
Defender
Midfield
",22.3068493150685
"FREMANTLE DOCKERS",14,"Wilson, Nathan
",116,"26yr 10mth",1993-01-07,"185cm","82kg","WA","
Defender
",27.213698630137
"FREMANTLE DOCKERS",0,"Young, Hayden
",0,"18yr 7mth",2001-04-11,"188cm","82kg","Dandenong Stingrays"," ",18.9506849315068
"GREATER WESTERN-SYDNEY-GIANTS",0,"Ash, Lachlan
",0,"18yr 5mth",2001-06-21,"186cm","80kg","Murray Bushrangers","
Defender
Midfield
",18.7561643835616
"GREATER WESTERN-SYDNEY-GIANTS",32,"Briggs, Kieren
",0,"20yr 1mth",1999-10-06,"199cm","101kg","Pennant Hills","
Ruck
",20.4657534246575
"GREATER WESTERN-SYDNEY-GIANTS",46,"Brown, Callum
R
",0,"19yr 3mth",2000-08-15,"189cm","91kg","County Derry","
Defender
",19.6054794520548
"GREATER WESTERN-SYDNEY-GIANTS",44,"Buckley, Jack
R
",0,"21yr 11mth",1997-12-17,"193cm","85kg","Swans Academy","
Midfield
Forward
",22.2684931506849
"GREATER WESTERN-SYDNEY-GIANTS",21,"Buntine, Matthew
",59,"26yr 1mth",1993-10-19,"189cm","84kg","Dandenong Stingrays","
Defender
",26.4328767123288
"GREATER WESTERN-SYDNEY-GIANTS",5,"Caldwell, Jye
",2,"19yr 2mth",2000-09-28,"184cm","80kg","Bendigo Pioneers","
Midfield
",19.4849315068493
"GREATER WESTERN-SYDNEY-GIANTS",18,"Cameron, Jeremy
",154,"26yr 8mth",1993-04-01,"196cm","96kg","Dartmore","
Forward
",26.9835616438356
"GREATER WESTERN-SYDNEY-GIANTS",3,"Coniglio, Stephen
",133,"25yr 11mth",1993-12-15,"182cm","86kg","Swan Districts","
Midfield
",26.2767123287671
"GREATER WESTERN-SYDNEY-GIANTS",35,"Corr, Aidan
",83,"25yr 6mth",1994-05-17,"195cm","95kg","Northern Knights","
Defender
",25.8575342465753
"GREATER WESTERN-SYDNEY-GIANTS",13,"Cumming, Isaac
",7,"21yr 3mth",1998-08-11,"184cm","80kg","Broken Hill","
Defender
",21.6191780821918
"GREATER WESTERN-SYDNEY-GIANTS",16,"Daniels, Brent
",33,"20yr 8mth",1999-03-09,"170cm","72kg","Bendigo Pioneers","
Forward
",21.0438356164384
"GREATER WESTERN-SYDNEY-GIANTS",1,"Davis, Phil
",166,"29yr 3mth",1990-08-30,"197cm","96kg","North Adelaide","
Defender
",29.572602739726
"GREATER WESTERN-SYDNEY-GIANTS",24,"De Boer, Matthew
",187,"29yr 8mth",1990-03-10,"189cm","86kg","Claremont","
Forward
",30.0465753424658
"GREATER WESTERN-SYDNEY-GIANTS",31,"Finlayson, Jeremy
",38,"23yr 9mth",1996-02-09,"196cm","92kg","Hills Eagles","
Defender
Forward
",24.1232876712329
"GREATER WESTERN-SYDNEY-GIANTS",30,"Flynn, Matthew
",0,"22yr 2mth",1997-09-13,"200cm","102kg","Narrandera","
Ruck
",22.5287671232877
"GREATER WESTERN-SYDNEY-GIANTS",0,"Green, Tom
",0,"18yr 10mth",2001-01-23,"188cm","85kg","GWS Giants Academy","
Midfield
",19.1643835616438
"GREATER WESTERN-SYDNEY-GIANTS",4,"Greene, Toby
",145,"26yr 2mth",1993-09-25,"182cm","83kg","Oakleigh Chargers","
Forward
",26.4986301369863
"GREATER WESTERN-SYDNEY-GIANTS",9,"Hately, Jackson
",7,"19yr 1mth",2000-10-21,"190cm","82kg","Central District","
Midfield
",19.4219178082192
"GREATER WESTERN-SYDNEY-GIANTS",19,"Haynes, Nick
",128,"27yr 6mth",1992-05-18,"193cm","89kg","Dandenong Stingrays","
Defender
",27.8547945205479
"GREATER WESTERN-SYDNEY-GIANTS",37,"Hill, Ian
",8,"19yr 9mth",2000-02-09,"175cm","75kg","Perth","
Midfield
Forward
",20.1205479452055
"GREATER WESTERN-SYDNEY-GIANTS",27,"Himmelberg, Harrison
",65,"23yr 6mth",1996-05-08,"194cm","92kg","Mangoplah Cookardinia United Eastlakes","
Forward
",23.8794520547945
"GREATER WESTERN-SYDNEY-GIANTS",2,"Hopper, Jacob
",67,"22yr 9mth",1997-02-06,"187cm","87kg","North Ballarat Rebels","
Midfield
",23.1287671232877
"GREATER WESTERN-SYDNEY-GIANTS",0,"Hutchesson, Thomas
",NA," ",NA," "," "," "," ",NA
"GREATER WESTERN-SYDNEY-GIANTS",39,"Idun, Connor
",1,"19yr 4mth",2000-07-29,"190cm","92kg","Geelong Falcons","
Defender
Forward
",19.6520547945205
"GREATER WESTERN-SYDNEY-GIANTS",24,"Jacobs, Sam
",201,"31yr 7mth",1988-04-10,"200cm","102kg","Woodville West Torrens","
Ruck
",31.9616438356164
"GREATER WESTERN-SYDNEY-GIANTS",25,"Keeffe, Lachlan
",58,"29yr 7mth",1990-04-14,"204cm","102kg","Queensland Under 18s","
Defender
",29.9506849315068
"GREATER WESTERN-SYDNEY-GIANTS",22,"Kelly, Joshua
",118,"24yr 9mth",1995-02-12,"184cm","82kg","Sandringham Dragons","
Midfield
",25.1150684931507
"GREATER WESTERN-SYDNEY-GIANTS",40,"Kennedy, Adam
",115,"27yr 4mth",1992-07-12,"182cm","80kg","Western Jets","
Defender
",27.7041095890411
"GREATER WESTERN-SYDNEY-GIANTS",17,"Langdon, Zac
",24,"24yr ",1995-11-13,"177cm","80kg","Claremont","
Forward
",24.3643835616438
"GREATER WESTERN-SYDNEY-GIANTS",38,"Lloyd, Daniel
",39,"27yr 9mth",1992-02-18,"187cm","86kg","Killarney Vale","
Forward
",28.1013698630137
"GREATER WESTERN-SYDNEY-GIANTS",41,"Mumford, Shane
R
",192,"33yr 4mth",1986-07-05,"197cm","105kg","Geelong","
Ruck
",33.7287671232877
"GREATER WESTERN-SYDNEY-GIANTS",33,"O'Halloran, Xavier
",0,"19yr 4mth",2000-07-11,"186cm","84kg","Western Jets","
Midfield
",19.7013698630137
"GREATER WESTERN-SYDNEY-GIANTS",36,"Perryman, Harry
",36,"20yr 11mth",1998-12-19,"184cm","80kg","Collingullie","
Defender
",21.2630136986301
"GREATER WESTERN-SYDNEY-GIANTS",50,"Reid, Samuel
R
",90,"30yr ",1989-11-07,"188cm","85kg","Uws Giants","
Defender
Forward
",30.3835616438356
"GREATER WESTERN-SYDNEY-GIANTS",0,"Riccardi, Jake
",0,"20yr ",1999-11-07,"195cm","92kg","Werribee","
Forward
",20.3780821917808
"GREATER WESTERN-SYDNEY-GIANTS",23,"Shaw, Heath
",308,"34yr ",1985-11-27,"183cm","86kg","Northern Knights","
Defender
",34.3315068493151
"GREATER WESTERN-SYDNEY-GIANTS",11,"Sheridan, Thomas
R
",82,"26yr 1mth",1993-10-28,"187cm","82kg","Calder Cannons","
Midfield
",26.4082191780822
"GREATER WESTERN-SYDNEY-GIANTS",34,"Shipley, Nicholas
",2,"20yr 5mth",1999-06-25,"188cm","95kg","Gws Academy","
Midfield
",20.7479452054795
"GREATER WESTERN-SYDNEY-GIANTS",28,"Sproule, Zachary
R
",1,"21yr 6mth",1998-05-12,"197cm","92kg","Albury","
Midfield
Forward
",21.8684931506849
"GREATER WESTERN-SYDNEY-GIANTS",42,"Stein, Jake
R
",5,"25yr 10mth",1994-01-17,"195cm","94kg","Penrith","
Defender
",26.186301369863
"GREATER WESTERN-SYDNEY-GIANTS",14,"Taranto, Tim
",63,"21yr 10mth",1998-01-28,"187cm","87kg","Sandringham Dragons","
Midfield
",22.1534246575342
"GREATER WESTERN-SYDNEY-GIANTS",15,"Taylor, Sam
",30,"20yr 6mth",1999-05-05,"196cm","87kg","Swan Districts","
Defender
",20.8876712328767
"GREATER WESTERN-SYDNEY-GIANTS",8,"Ward, Callan
",217,"29yr 7mth",1990-04-10,"187cm","84kg","Western Jets","
Midfield
",29.9616438356164
"GREATER WESTERN-SYDNEY-GIANTS",6,"Whitfield, Lachie
",133,"25yr 4mth",1994-07-18,"187cm","81kg","Dandenong Stingrays","
Defender
Midfield
",25.6876712328767
"GREATER WESTERN-SYDNEY-GIANTS",29,"Williams, Zachary
",102,"25yr 2mth",1994-09-20,"185cm","84kg","Narrandera","
Defender
",25.5123287671233
"GEELONG CATS",4,"Ablett, Gary
",345,"35yr 6mth",1984-05-14,"182cm","87kg","Geelong Falcons","
Midfield
Forward
",35.8712328767123
"GEELONG CATS",30,"Atkins, Tom
",23,"24yr 2mth",1995-09-18,"180cm","85kg","Geelong","
Midfield
Forward
",24.5178082191781
"GEELONG CATS",24,"Bews, Jed
",83,"25yr 11mth",1993-12-14,"186cm","88kg","Geelong Falcons","
Defender
",26.2794520547945
"GEELONG CATS",46,"Blicavs, Mark
",158,"28yr 8mth",1991-03-28,"198cm","100kg","Geelong Vfl","
Defender
",28.9972602739726
"GEELONG CATS",20,"Brownless, Oscar
R
",0,"19yr 9mth",2000-02-16,"187cm","77kg","Geelong Falcons","
Midfield
",20.1013698630137
"GEELONG CATS",6,"Clark, Jordan
",18,"19yr 1mth",2000-10-16,"184cm","78kg","Claremont","
Defender
Midfield
",19.4356164383562
"GEELONG CATS",0,"Close, Bradley
R
",NA," ",NA," "," "," "," ",NA
"GEELONG CATS",5,"Cockatoo, Nakia
",34,"23yr 1mth",1996-10-23,"186cm","90kg","Nt Thunder","
Forward
",23.4191780821918
"GEELONG CATS",18,"Constable, Charlie
",7,"20yr 6mth",1999-05-18,"191cm","86kg","Sandringham Dragons","
Midfield
",20.8520547945205
"GEELONG CATS",40,"Dahlhaus, Luke
",178,"27yr 3mth",1992-08-21,"179cm","77kg","Geelong Falcons","
Midfield
Forward
",27.5945205479452
"GEELONG CATS",35,"Dangerfield, Patrick
",248,"29yr 7mth",1990-04-05,"189cm","92kg","Geelong Falcons","
Midfield
Forward
",29.9753424657534
"GEELONG CATS",0,"De Koning, Sam
",0,"18yr 9mth",2001-02-26,"200cm","85kg","Dandenong Stingrays","
Defender
Forward
",19.0712328767123
"GEELONG CATS",22,"Duncan, Mitchell
",203,"28yr 5mth",1991-06-10,"188cm","88kg","East Perth","
Midfield
",28.7945205479452
"GEELONG CATS",0,"Evans, Francis
",0,"18yr 3mth",2001-08-23,"182cm","78kg","Calder Cannons","
Forward
",18.5835616438356
"GEELONG CATS",13,"Fogarty, Lachlan
",17,"20yr 8mth",1999-04-01,"180cm","76kg","Western Jets","
Forward
",20.9808219178082
"GEELONG CATS",28,"Fort, Darcy
",3,"26yr 3mth",1993-08-06,"205cm","98kg","Central District","
Ruck
",26.6356164383562
"GEELONG CATS",29,"Guthrie, Cameron
",161,"27yr 3mth",1992-08-19,"187cm","86kg","Calder Cannons","
Defender
Midfield
",27.6
"GEELONG CATS",39,"Guthrie, Zach
",17,"21yr 5mth",1998-06-30,"187cm","76kg","Calder Cannons","
Defender
",21.7342465753425
"GEELONG CATS",26,"Hawkins, Tom
",256,"31yr 4mth",1988-07-21,"198cm","103kg","Melbourne Grammar","
Forward
",31.6821917808219
"GEELONG CATS",25,"Henderson, Lachlan
R
",171,"29yr 11mth",1989-12-14,"196cm","98kg","Geelong Falcons","
Defender
",30.2821917808219
"GEELONG CATS",38,"Henry, Jack
",45,"21yr 3mth",1998-08-29,"191cm","92kg","Geelong Falcons","
Defender
",21.5698630136986
"GEELONG CATS",10,"Jarvis, Ben
",0,"19yr 4mth",2000-07-27,"188cm","80kg","Norwood","
Forward
Ruck
",19.6575342465753
"GEELONG CATS",4,"Jenkins, Josh
",147,"30yr 9mth",1989-02-08,"200cm","108kg","Frankston","
Forward
",31.1287671232877
"GEELONG CATS",21,"Kennerley, Jacob
",0,"19yr 5mth",2000-06-16,"185cm","78kg","Norwood","
Midfield
",19.7698630136986
"GEELONG CATS",8,"Kolodjashnij, Jake
",93,"24yr 3mth",1995-08-09,"193cm","94kg","Launceston","
Defender
",24.627397260274
"GEELONG CATS",15,"Kreuger, Nathan
",0,"20yr 5mth",1999-06-25,"196cm","86kg","South Adelaide","
Forward
",20.7479452054795
"GEELONG CATS",27,"Menegola, Sam
",65,"27yr 8mth",1992-03-07,"189cm","89kg","Subiaco","
Midfield
Forward
",28.0520547945205
"GEELONG CATS",32,"Miers, Gryan
",25,"20yr 8mth",1999-03-30,"178cm","78kg","Geelong Falcons","
Forward
",20.986301369863
"GEELONG CATS",19,"Narkle, Quinton
",12,"22yr ",1997-12-03,"181cm","80kg","Perth","
Forward
",22.3068493150685
"GEELONG CATS",42,"O'Connor, Mark
",30,"22yr 10mth",1997-01-17,"191cm","87kg","Ireland","
Defender
",23.1835616438356
"GEELONG CATS",43,"Okunbor, Stefan
",0,"21yr 3mth",1998-08-12,"190cm","87kg","Na Gaeil","
Defender
Forward
",21.6164383561644
"GEELONG CATS",3,"Parfitt, Brandan
",54,"21yr 7mth",1998-04-27,"180cm","79kg","Nt Thunder","
Forward
",21.9095890410959
"GEELONG CATS",34,"Parsons, James
",35,"22yr 7mth",1997-04-12,"190cm","82kg","AFL Academy","
Forward
",22.9506849315068
"GEELONG CATS",17,"Ratugolea, Esava
",28,"21yr 4mth",1998-07-24,"197cm","102kg","Murray Bushrangers","
Forward
",21.6684931506849
"GEELONG CATS",23,"Rohan, Gary
",125,"28yr 5mth",1991-06-07,"189cm","92kg","Geelong Falcons","
Forward
",28.8027397260274
"GEELONG CATS",36,"Schlensog, Blake
R
",0,"19yr 2mth",2000-09-25,"195cm","90kg","Geelong Falcons","
Forward
Ruck
",19.4931506849315
"GEELONG CATS",14,"Selwood, Joel
",295,"31yr 6mth",1988-05-26,"183cm","84kg","Bendigo","
Midfield
",31.8356164383562
"GEELONG CATS",37,"Simpson, Sam
",6,"21yr 5mth",1998-06-14,"180cm","74kg","Geelong Falcons","
Midfield
",21.7780821917808
"GEELONG CATS",1,"Stanley, Rhys
",133,"29yr ",1990-12-01,"200cm","102kg","West Adelaide","
Ruck
",29.3178082191781
"GEELONG CATS",0,"Stephens, Cooper
",0,"18yr 10mth",2001-01-17,"188cm","83kg","Geelong Falcons","
Midfield
",19.1808219178082
"GEELONG CATS",3,"Steven, Jack
",183,"29yr 8mth",1990-03-28,"180cm","84kg","Geelong Falcons","
Midfield
",29.9972602739726
"GEELONG CATS",44,"Stewart, Thomas
",68,"26yr 8mth",1993-03-15,"190cm","88kg","Geelong Vfl","
Defender
",27.0301369863014
"GEELONG CATS",0,"Taheny, Cameron
",0,"18yr 4mth",2001-08-03,"185cm","80kg","Norwood","
Forward
",18.6383561643836
"GEELONG CATS",33,"Tarca, Jake
",0,"19yr 9mth",2000-02-23,"175cm","74kg","South Adelaide","
Forward
",20.0821917808219
"GEELONG CATS",7,"Taylor, Harry
",261,"33yr 5mth",1986-06-12,"195cm","94kg","East Fremantle","
Defender
",33.7917808219178
