"team","No","Name","Games","Age.","Date.of.Birth.","Height","Weight","Origin","Position","age_start_season"
"WESTERN BULLDOGS",43,"Gardner, Ryan
R
",2,"22yr 6mth",1997-06-01,"197cm","93kg","Burnie Dockers","
Defender
Forward
",22.813698630137
"WESTERN BULLDOGS",26,"Gowers, Billy
",30,"23yr 5mth",1996-06-10,"187cm","87kg","Oakleigh Chargers","
Forward
",23.7890410958904
"WESTERN BULLDOGS",30,"Greene, Fergus
",5,"21yr 11mth",1997-12-20,"187cm","75kg","Bendigo Pioneers","
Forward
",22.2602739726027
"WESTERN BULLDOGS",32,"Hayes, Will
",9,"24yr 5mth",1995-06-05,"181cm","77kg","Footscray Vfl","
Midfield
",24.8054794520548
"WESTERN BULLDOGS",7,"Hunter, Lachlan
",128,"24yr 11mth",1994-12-13,"183cm","82kg","Western Jets","
Midfield
",25.2821917808219
"WESTERN BULLDOGS",39,"Johannisen, Jason
",126,"27yr ",1992-11-08,"180cm","82kg","East Fremantle","
Defender
",27.3780821917808
"WESTERN BULLDOGS",46,"Jong, Lin
",61,"26yr 5mth",1993-06-04,"188cm","87kg","Oakleigh Chargers","
Midfield
Forward
",26.8082191780822
"WESTERN BULLDOGS",42,"Keath, Alex
",30,"27yr 10mth",1992-01-20,"197cm","93kg","Murray Bushrangers","
Defender
",28.1808219178082
"WESTERN BULLDOGS",24,"Khamis, Buku
R
",0,"19yr 8mth",2000-03-24,"189cm","82kg","Western Jets","
Defender
",20
"WESTERN BULLDOGS",21,"Liberatore, Thomas
",132,"27yr 6mth",1992-05-16,"183cm","83kg","Calder Cannons","
Midfield
",27.8602739726027
"WESTERN BULLDOGS",27,"Lipinski, Patrick
",32,"21yr 4mth",1998-07-17,"187cm","84kg","Northern Knights","
Midfield
Forward
",21.6876712328767
"WESTERN BULLDOGS",22,"Lloyd, Sam
",80,"29yr 9mth",1990-03-03,"180cm","81kg","Frankston","
Midfield
Forward
",30.0657534246575
"WESTERN BULLDOGS",36,"Lynch, Bradley
",9,"22yr 4mth",1997-07-11,"187cm","79kg","Swan Districts","
Defender
Forward
",22.7041095890411
"WESTERN BULLDOGS",11,"Macrae, Jackson
",141,"25yr 4mth",1994-08-03,"191cm","85kg","Oakleigh Chargers","
Midfield
",25.6438356164384
"WESTERN BULLDOGS",16,"McLean, Toby
",79,"23yr 10mth",1996-01-31,"180cm","79kg","Oakleigh Chargers","
Midfield
Forward
",24.1479452054795
"WESTERN BULLDOGS",33,"Naughton, Aaron
",41,"20yr ",1999-11-30,"195cm","89kg","Peel Thunder","
Defender
Forward
",20.3150684931507
"WESTERN BULLDOGS",28,"Porter, Callum
",0,"20yr 9mth",1999-02-22,"182cm","76kg","Gippsland Power","
Midfield
",21.0849315068493
"WESTERN BULLDOGS",20,"Richards, Ed
",41,"20yr 5mth",1999-07-03,"185cm","79kg","Oakleigh Chargers","
Defender
",20.7260273972603
"WESTERN BULLDOGS",13,"Schache, Josh
",54,"22yr 3mth",1997-08-21,"199cm","94kg","Murray Bushrangers","
Forward
",22.5917808219178
"WESTERN BULLDOGS",6,"Smith, Bailey
",23,"18yr 11mth",2000-12-07,"185cm","80kg","Sandringham Dragons","
Midfield
Forward
",19.2931506849315
"WESTERN BULLDOGS",37,"Smith, Roarke
R
",17,"23yr 2mth",1996-09-11,"181cm","81kg","Calder Cannons","
Defender
",23.5342465753425
"WESTERN BULLDOGS",1,"Suckling, Matthew
",171,"31yr 4mth",1988-07-25,"187cm","85kg","Wagga Tigers","
Defender
Forward
",31.6712328767123
"WESTERN BULLDOGS",41,"Sweet, Jordon
R
",0,"21yr 10mth",1998-02-02,"203cm","106kg","North Adelaide","
Ruck
",22.1397260273973
"WESTERN BULLDOGS",8,"Trengove, Jackson
",185,"29yr 1mth",1990-11-02,"197cm","97kg","Calder Cannons","
Defender
Ruck
",29.3972602739726
"WESTERN BULLDOGS",23,"Vandermeer, Laitham
",0,"20yr 10mth",1999-02-03,"180cm","77kg","Murray Bushrangers","
Defender
Midfield
",21.1369863013699
"WESTERN BULLDOGS",3,"Wallis, Mitchell
",133,"27yr 1mth",1992-10-24,"186cm","85kg","Calder Cannons","
Midfield
Forward
",27.4191780821918
"WESTERN BULLDOGS",0,"Weightman, Cody
",0,"18yr 10mth",2001-01-15,"177cm","73kg","Dandenong Stingrays","
Forward
",19.186301369863
"WESTERN BULLDOGS",14,"West, Rhylee
",3,"19yr 4mth",2000-07-12,"181cm","82kg","Calder Cannons","
Midfield
",19.6986301369863
"WESTERN BULLDOGS",34,"Williams, Bailey
",41,"22yr 1mth",1997-10-10,"187cm","85kg","Glenelg","
Defender
",22.4547945205479
"WESTERN BULLDOGS",10,"Wood, Easton
",160,"30yr 2mth",1989-09-04,"187cm","86kg","Camperdown","
Defender
",30.558904109589
"WESTERN BULLDOGS",40,"Young, Lachie
R
",6,"20yr 7mth",1999-04-06,"189cm","81kg","Mt Eliza Football Netball Club","
Defender
",20.9671232876712
"WESTERN BULLDOGS",2,"Young, Lewis
",14,"20yr 11mth",1998-12-20,"197cm","96kg","Sturt","
Defender
",21.2602739726027
